timestamp,facility_type,machine_id,machine_speed,shift,production_time,output_quantity,energy_consumption,energy_per_unit,ambient_temperature,humidity,defect_rate,defect_type,maintenance_needed,energy_waste_flag,anomaly_label,carbon_emission,energy_cost,production_efficiency,quality_score,predicted_energy_class,recommended_action,efficiency_score
2025-01-07 11:00:00,Knitting,M011,1205.0,Morning,0.0204,95.1,143.27,1.4,20.4,69.1,1.97,Stain,Yes,1,0,55.61,1115.18,75.0,89.4,Medium,Check Energy Usage,74.5
2025-01-07 11:30:00,Knitting,M012,966.0,Morning,0.0169,81.8,84.04,0.97,19.8,71.2,1.7,Float,No,0,0,31.66,607.36,47.2,87.2,Low,Continue Production,56.4
2025-01-07 12:00:00,Weaving,M007,812.0,Morning,0.0126,98.9,121.74,1.32,21.6,46.4,1.74,Hole,No,0,0,52.3,887.03,61.9,88.3,Low,Continue Production,70.5
2025-01-07 12:30:00,Weaving,M007,971.0,Morning,0.0191,77.8,91.19,1.19,20.2,70.9,2.68,Hole,Yes,0,1,42.78,741.49,43.2,84.3,Low,Schedule Maintenance,54.7
2025-01-07 13:00:00,Knitting,M011,1394.0,Morning,0.0171,98.4,124.54,1.25,22.3,57.8,2.02,,No,0,0,57.29,961.93,59.9,87.6,Low,Continue Production,64.2
2025-01-07 13:30:00,Finishing,M017,106.0,Morning,0.0126,114.7,166.23,1.44,25.9,80.6,2.1,Broken Yarn,Yes,0,1,74.17,1255.61,85.2,89.7,Medium,Inspect Machine,86.7
2025-01-07 14:00:00,Knitting,M010,1465.0,Evening,0.0097,102.3,120.88,1.15,23.9,66.7,1.64,Float,No,0,0,49.15,945.55,75.8,92.1,Low,Continue Production,82.5
2025-01-07 14:30:00,Weaving,M005,532.0,Evening,0.0161,88.0,141.46,1.67,20.0,55.8,1.63,Float,No,1,0,61.07,1076.87,65.3,88.3,Medium,Check Energy Usage,67.5
2025-01-07 15:00:00,Finishing,M017,88.0,Evening,0.0122,106.6,163.49,1.53,24.0,61.9,1.43,Broken Yarn,No,0,0,69.18,1259.48,82.8,97.6,Medium,Continue Production,86.7
2025-01-07 15:30:00,Knitting,M009,1323.0,Evening,0.0119,95.2,126.28,1.3,20.5,54.3,2.11,Float,No,1,0,53.62,928.32,77.2,88.5,Low,Optimize Machine Load,84.0
2025-01-07 16:00:00,Dyeing,M015,40.0,Evening,0.0105,97.4,187.09,1.87,29.1,67.4,1.68,Stain,No,0,0,88.78,1506.57,69.8,91.6,High,Continue Production,71.4
2025-01-07 16:30:00,Spinning,M001,25634.0,Evening,0.0153,100.2,207.59,2.12,19.9,57.7,1.43,Stain,No,1,0,82.42,1556.58,67.3,92.5,High,Optimize Machine Load,77.1
2025-01-07 17:00:00,Weaving,M006,1215.0,Evening,0.008,107.1,173.57,1.64,23.0,49.4,1.73,Broken Yarn,No,1,0,73.87,1383.11,64.7,86.8,Medium,Check Energy Usage,75.1
2025-01-07 17:30:00,Finishing,M018,45.0,Evening,0.0159,95.7,128.28,1.51,22.5,67.8,0.8,Hole,No,0,0,60.14,968.66,73.6,96.4,Low,Continue Production,78.6
2025-01-07 18:00:00,Weaving,M007,541.0,Evening,0.0227,80.3,118.33,1.52,21.2,56.5,1.53,Hole,No,0,0,45.14,932.78,52.6,89.8,Low,Continue Production,60.9
2025-01-07 18:30:00,Weaving,M007,795.0,Evening,0.0098,89.0,151.71,1.74,22.3,61.3,1.92,Hole,Yes,1,0,62.81,1183.88,62.5,85.2,Medium,Reduce Machine Speed,71.3
2025-01-07 19:00:00,Weaving,M007,787.0,Evening,0.0209,80.7,124.62,1.62,20.8,55.8,1.59,Broken Yarn,No,1,0,51.6,994.23,45.4,91.5,Low,Optimize Machine Load,56.4
2025-01-07 19:30:00,Dyeing,M014,80.0,Evening,0.007,117.1,202.41,1.72,24.6,73.4,2.18,,Yes,0,0,86.35,1506.72,89.3,88.5,High,Continue Production,82.0
2025-01-07 20:00:00,Weaving,M005,410.0,Evening,0.0221,72.9,121.41,1.67,20.2,54.6,0.93,Stain,No,1,0,45.94,966.96,47.3,92.6,Low,Optimize Machine Load,58.3
2025-01-07 20:30:00,Knitting,M011,915.0,Evening,0.0159,88.6,79.47,1.05,21.1,55.6,0.98,Broken Yarn,No,0,0,36.63,678.62,61.5,93.5,Low,Continue Production,70.9
2025-01-07 21:00:00,Weaving,M007,595.0,Evening,0.013,87.8,160.21,1.81,20.8,77.3,1.76,,No,1,0,71.72,1208.85,53.6,97.8,Medium,Optimize Machine Load,66.9
2025-01-07 21:30:00,Knitting,M010,1159.0,Evening,0.0148,93.4,125.19,1.4,20.7,58.4,1.4,Hole,No,1,0,55.99,954.08,73.8,92.3,Low,Optimize Machine Load,75.8
2025-01-07 22:00:00,Finishing,M019,75.0,Night,0.0174,98.0,169.51,1.7,24.2,44.5,0.45,Float,Yes,1,0,69.58,1269.03,81.3,92.4,Medium,Reduce Machine Speed,83.3
2025-01-07 22:30:00,Weaving,M007,694.0,Night,0.0078,94.2,141.14,1.58,20.0,65.3,1.96,Hole,No,1,1,61.18,1060.22,55.9,84.0,Medium,Inspect Machine,65.9
2025-01-07 23:00:00,Weaving,M005,1156.0,Night,0.0129,92.0,140.02,1.52,20.9,69.9,2.45,Hole,No,0,0,56.75,1134.01,64.9,87.9,Medium,Continue Production,70.5
2025-01-07 23:30:00,Weaving,M006,531.0,Night,0.0155,72.5,119.38,1.67,22.8,58.7,1.32,,No,1,0,50.12,868.31,28.6,95.5,Low,Check Energy Usage,40.7
2025-01-08 00:00:00,Finishing,M020,40.0,Night,0.024,86.3,138.17,1.58,23.8,42.8,0.85,Stain,No,0,0,68.17,1013.79,62.4,93.6,Low,Continue Production,73.9
2025-01-08 00:30:00,Weaving,M008,683.0,Night,0.0198,91.3,150.48,1.64,22.8,54.2,1.52,Float,No,1,0,65.24,1209.59,51.2,95.6,Medium,Optimize Machine Load,61.7
2025-01-08 01:00:00,Knitting,M010,1457.0,Night,0.0219,113.2,153.55,1.37,21.9,45.6,1.72,Float,No,1,0,61.43,1193.5,81.0,94.5,Medium,Check Energy Usage,87.6
2025-01-08 01:30:00,Knitting,M011,957.0,Night,0.0184,96.3,100.56,1.14,22.5,63.1,1.61,,No,1,0,44.06,850.08,59.2,91.3,Low,Optimize Machine Load,63.0
2025-01-08 02:00:00,Weaving,M007,827.0,Night,0.0121,94.2,126.78,1.44,23.3,57.8,1.8,Stain,No,0,0,49.23,946.78,61.3,88.5,Low,Continue Production,67.7
2025-01-08 02:30:00,Knitting,M010,952.0,Night,0.0168,99.8,96.3,1.0,20.8,61.5,1.3,Float,No,0,0,36.71,737.89,77.4,95.2,Low,Continue Production,83.4
2025-01-08 03:00:00,Knitting,M009,1535.0,Night,0.0069,99.9,106.84,1.07,19.8,54.8,1.93,Broken Yarn,No,0,0,41.88,786.63,55.2,90.8,Low,Continue Production,63.8
2025-01-08 03:30:00,Spinning,M004,33106.0,Night,0.021,103.8,172.81,1.7,20.0,52.2,2.27,Hole,No,0,1,72.7,1320.82,64.0,86.2,Medium,Inspect Machine,66.0
2025-01-08 04:00:00,Weaving,M006,1051.0,Night,0.0144,93.7,161.17,1.68,21.0,65.7,2.18,Float,No,1,1,73.21,1155.54,59.1,85.4,Medium,Inspect Machine,58.5
2025-01-08 04:30:00,Spinning,M001,24088.0,Night,0.0106,79.1,182.63,2.33,19.6,69.8,2.4,Broken Yarn,Yes,1,1,81.03,1417.21,61.4,86.5,High,Inspect Machine,72.2
2025-01-08 05:00:00,Finishing,M020,39.0,Night,0.0171,95.7,177.0,1.91,24.1,73.2,1.01,Hole,No,1,0,78.38,1359.91,68.7,100.0,High,Check Energy Usage,77.3
2025-01-08 05:30:00,Spinning,M001,12552.0,Night,0.0178,75.6,127.61,1.71,19.2,54.8,1.65,Hole,No,0,0,50.6,968.81,42.1,91.6,Low,Continue Production,58.0
2025-01-08 06:00:00,Finishing,M019,53.0,Morning,0.0195,92.4,165.83,1.78,23.8,65.2,0.9,Float,No,1,0,69.31,1246.35,61.5,98.2,Medium,Check Energy Usage,73.5
2025-01-08 06:30:00,Knitting,M010,1687.0,Morning,0.0229,129.5,192.31,1.47,22.1,53.1,2.01,Broken Yarn,No,1,0,83.97,1427.69,100.0,92.5,High,Optimize Machine Load,99.9
2025-01-08 07:00:00,Finishing,M018,65.0,Morning,0.0156,90.0,150.77,1.55,25.8,64.2,1.07,Broken Yarn,Yes,1,0,62.47,1176.47,68.6,97.0,Medium,Optimize Machine Load,74.7
2025-01-08 07:30:00,Weaving,M007,1056.0,Morning,0.0175,86.6,131.95,1.57,22.2,55.2,2.39,Stain,No,1,0,55.76,957.3,51.2,86.5,Low,Optimize Machine Load,61.5
2025-01-08 08:00:00,Dyeing,M015,46.0,Morning,0.0121,92.9,144.48,1.56,25.3,75.8,1.07,Hole,No,0,0,64.04,1119.97,64.7,98.4,Medium,Continue Production,77.4
2025-01-08 08:30:00,Finishing,M019,34.0,Morning,0.017,79.5,136.91,1.69,23.2,82.2,0.9,Broken Yarn,No,1,0,57.61,1124.86,52.0,97.8,Low,Check Energy Usage,63.7
2025-01-08 09:00:00,Weaving,M006,1168.0,Morning,0.0087,101.6,138.04,1.36,20.0,63.1,2.11,Stain,Yes,0,1,60.4,1109.91,65.0,88.4,Low,Inspect Machine,76.6
2025-01-08 09:30:00,Spinning,M002,10660.0,Morning,0.0113,88.8,176.37,2.02,20.8,64.2,1.13,Float,No,0,0,82.39,1281.97,52.5,93.7,High,Continue Production,58.3
2025-01-08 10:00:00,Dyeing,M016,58.0,Morning,0.0092,109.1,170.72,1.65,26.8,82.0,1.36,Stain,No,0,0,72.89,1277.71,74.9,94.8,Medium,Continue Production,75.1
2025-01-08 10:30:00,Knitting,M009,1408.0,Morning,0.0187,82.7,109.41,1.36,20.8,57.8,2.18,Stain,No,1,0,51.87,849.47,61.7,86.8,Low,Optimize Machine Load,70.9
2025-01-08 11:00:00,Dyeing,M013,55.0,Morning,0.0075,82.2,172.75,2.18,28.0,66.1,1.27,Hole,No,1,0,76.69,1311.82,52.9,92.6,Medium,Optimize Machine Load,60.4
2025-01-08 11:30:00,Weaving,M005,998.0,Morning,0.0183,92.7,120.35,1.41,20.9,54.6,1.66,Broken Yarn,No,0,0,46.0,859.89,60.5,97.3,Low,Continue Production,75.8
2025-01-08 12:00:00,Finishing,M018,121.0,Morning,0.0116,116.8,162.25,1.43,24.9,69.7,1.62,Hole,No,0,0,65.52,1250.14,89.3,89.1,Medium,Continue Production,93.3
2025-01-08 12:30:00,Spinning,M004,16560.0,Morning,0.011,75.5,117.54,1.64,20.8,37.5,1.06,Stain,Yes,0,0,47.33,894.08,59.8,94.1,Low,Continue Production,73.1
2025-01-08 13:00:00,Finishing,M018,69.0,Morning,0.0206,107.9,175.06,1.59,24.5,58.2,1.39,Stain,No,0,0,72.03,1408.78,80.5,92.2,Medium,Continue Production,86.1
2025-01-08 13:30:00,Weaving,M005,1079.0,Morning,0.0086,96.2,143.1,1.45,23.0,56.4,1.73,Stain,No,0,0,61.31,1078.86,70.4,89.8,Medium,Continue Production,72.5
2025-01-08 14:00:00,Finishing,M017,49.0,Evening,0.0076,95.7,125.69,1.37,25.2,72.6,0.87,Hole,No,0,0,56.63,1003.22,63.7,100.0,Low,Continue Production,67.8
2025-01-08 14:30:00,Dyeing,M013,73.0,Evening,0.0141,109.5,226.2,2.08,24.8,80.8,2.37,Hole,No,1,1,102.51,1670.7,76.3,85.1,High,Inspect Machine,83.0
2025-01-08 15:00:00,Dyeing,M013,63.0,Evening,0.0148,106.2,191.69,1.91,24.7,77.1,1.8,Hole,No,1,0,83.85,1417.64,75.2,88.7,High,Check Energy Usage,74.1
2025-01-08 15:30:00,Weaving,M005,777.0,Evening,0.0162,80.7,106.79,1.36,21.0,69.7,2.82,Stain,No,0,1,44.24,841.54,47.4,83.8,Low,Inspect Machine,61.3
2025-01-08 16:00:00,Dyeing,M016,32.0,Evening,0.0202,94.0,174.41,1.83,25.4,65.3,0.72,Stain,Yes,0,0,66.84,1370.61,64.9,94.6,Medium,Continue Production,74.3
2025-01-08 16:30:00,Dyeing,M016,63.0,Evening,0.0222,111.4,241.12,2.12,26.8,77.2,2.02,Hole,Yes,1,0,104.21,1796.63,86.3,92.7,High,Optimize Machine Load,87.7
2025-01-08 17:00:00,Spinning,M004,11384.0,Evening,0.0231,73.0,151.21,2.13,20.8,41.1,1.47,Stain,No,1,0,65.27,1151.67,39.9,87.7,Medium,Check Energy Usage,53.2
2025-01-08 17:30:00,Spinning,M001,15518.0,Evening,0.0132,79.4,163.52,1.98,20.8,69.7,1.76,Stain,No,0,0,71.21,1189.12,52.2,92.2,Medium,Continue Production,63.6
2025-01-08 18:00:00,Spinning,M002,12213.0,Evening,0.0164,90.2,179.42,2.09,21.4,41.4,0.67,Float,No,1,0,85.75,1358.14,68.3,94.3,High,Check Energy Usage,74.2
2025-01-08 18:30:00,Dyeing,M015,72.0,Evening,0.0231,117.1,192.76,1.71,25.3,64.8,1.55,Broken Yarn,No,0,0,88.04,1500.38,82.7,88.3,High,Continue Production,88.4
2025-01-08 19:00:00,Weaving,M006,1112.0,Evening,0.0244,96.2,154.33,1.56,23.3,61.2,2.38,Hole,No,0,1,69.66,1157.05,70.7,85.6,Medium,Reduce Machine Speed,78.6
2025-01-08 19:30:00,Knitting,M009,1581.0,Evening,0.0155,103.1,143.03,1.29,21.0,60.1,1.78,Hole,Yes,0,1,57.8,1078.5,69.2,84.7,Medium,Schedule Maintenance,73.5
2025-01-08 20:00:00,Knitting,M012,1362.0,Evening,0.0213,77.1,91.63,1.15,21.9,52.8,1.26,Hole,No,0,0,37.44,652.11,47.7,95.6,Low,Continue Production,57.9
2025-01-08 20:30:00,Finishing,M017,53.0,Evening,0.0155,83.0,142.52,1.72,24.5,54.6,0.0,Stain,No,1,0,61.05,1058.64,44.4,96.3,Medium,Check Energy Usage,61.3
2025-01-08 21:00:00,Spinning,M001,28039.0,Evening,0.0187,86.8,148.28,1.86,19.6,73.0,2.57,Hole,No,0,1,60.81,1198.74,55.9,83.2,Medium,Inspect Machine,56.7
2025-01-08 21:30:00,Finishing,M017,86.0,Evening,0.0161,86.8,138.9,1.74,25.5,54.9,0.94,,No,1,0,61.87,1059.95,61.9,96.9,Low,Reduce Machine Speed,72.0
2025-01-08 22:00:00,Spinning,M004,25960.0,Night,0.0237,77.4,165.64,2.13,21.2,66.1,2.32,Hole,Yes,1,0,72.82,1220.43,58.3,83.2,Medium,Optimize Machine Load,66.7
2025-01-08 22:30:00,Dyeing,M016,85.0,Night,0.016,126.0,174.25,1.4,26.6,68.9,1.09,Stain,Yes,0,0,70.75,1313.45,96.9,90.8,Medium,Continue Production,92.9
2025-01-08 23:00:00,Finishing,M020,76.0,Night,0.0187,94.7,170.45,1.87,24.3,73.2,1.23,Broken Yarn,Yes,1,0,78.25,1233.23,72.1,99.3,Medium,Optimize Machine Load,81.8
2025-01-08 23:30:00,Dyeing,M013,50.0,Night,0.0066,97.0,141.04,1.45,25.9,64.1,1.01,Broken Yarn,No,0,0,61.2,1032.75,60.2,92.0,Medium,Continue Production,68.1
2025-01-09 00:00:00,Weaving,M007,626.0,Night,0.0248,89.4,129.43,1.44,19.9,58.0,1.42,Hole,No,0,0,48.87,1039.38,58.1,90.7,Low,Continue Production,64.6
2025-01-09 00:30:00,Weaving,M006,1093.0,Night,0.0232,105.7,189.58,1.74,22.9,60.7,2.2,Stain,Yes,1,1,81.5,1437.0,78.7,86.6,High,Inspect Machine,83.6
2025-01-09 01:00:00,Weaving,M007,740.0,Night,0.0097,84.5,126.72,1.49,21.1,48.2,1.6,,No,1,0,55.74,1039.97,49.8,92.3,Low,Optimize Machine Load,57.2
2025-01-09 01:30:00,Knitting,M010,1704.0,Night,0.0131,130.2,131.06,0.95,24.0,56.4,2.63,Float,Yes,0,0,60.38,993.55,100.0,89.0,Low,Continue Production,99.9
2025-01-09 02:00:00,Spinning,M001,24211.0,Night,0.0182,93.9,169.07,1.8,21.2,57.0,1.89,Hole,No,0,0,71.52,1285.18,68.2,87.4,Medium,Continue Production,67.1
2025-01-09 02:30:00,Dyeing,M016,91.0,Night,0.02,115.7,243.43,2.11,23.6,63.9,1.82,Float,Yes,1,1,108.23,1878.14,86.3,90.4,High,Schedule Maintenance,88.2
2025-01-09 03:00:00,Knitting,M012,1370.0,Night,0.0181,87.2,83.99,0.89,20.8,58.2,1.62,,Yes,0,0,36.95,532.26,54.2,88.9,Low,Continue Production,63.0
2025-01-09 03:30:00,Dyeing,M015,40.0,Night,0.0218,91.0,187.05,2.12,25.8,43.8,0.22,Hole,No,1,0,75.36,1431.65,58.7,100.0,High,Optimize Machine Load,67.4
2025-01-09 04:00:00,Weaving,M006,577.0,Night,0.0201,73.5,130.08,1.54,20.6,67.0,1.79,Hole,No,0,0,50.4,987.95,57.3,86.0,Low,Continue Production,65.6
2025-01-09 04:30:00,Dyeing,M015,34.0,Night,0.0138,96.5,167.27,1.71,26.4,73.5,0.7,,No,0,0,76.58,1332.37,73.2,100.0,Medium,Continue Production,79.7
2025-01-09 05:00:00,Weaving,M006,971.0,Night,0.0081,97.8,144.09,1.45,21.7,65.6,2.23,Hole,No,1,0,66.89,1135.11,67.4,84.9,Medium,Reduce Machine Speed,74.9
2025-01-09 05:30:00,Finishing,M019,114.0,Night,0.0107,124.3,184.63,1.46,24.5,74.6,1.67,Hole,Yes,0,0,80.87,1359.69,88.8,91.8,High,Continue Production,91.2
2025-01-09 06:00:00,Dyeing,M013,63.0,Morning,0.0206,92.5,211.06,2.16,27.1,77.6,1.28,Broken Yarn,No,1,1,96.95,1655.85,64.0,90.2,High,Inspect Machine,71.9
2025-01-09 06:30:00,Knitting,M010,991.0,Morning,0.0121,97.7,136.65,1.35,22.7,60.9,2.05,Float,No,1,0,63.12,1029.41,71.5,87.1,Low,Optimize Machine Load,76.3
2025-01-09 07:00:00,Finishing,M018,110.0,Morning,0.0072,111.2,138.27,1.33,24.5,61.5,1.18,,Yes,0,0,62.33,1016.06,85.8,93.2,Low,Continue Production,86.2
2025-01-09 07:30:00,Weaving,M008,565.0,Morning,0.0085,83.9,136.79,1.53,19.9,57.2,1.06,,No,1,0,55.31,1048.86,60.8,91.7,Low,Check Energy Usage,67.6
2025-01-09 08:00:00,Spinning,M002,18530.0,Morning,0.0237,95.0,170.85,1.82,20.4,70.1,2.25,Float,Yes,0,0,80.56,1292.06,63.6,88.6,Medium,Continue Production,70.6
2025-01-09 08:30:00,Finishing,M018,59.0,Morning,0.0197,86.3,162.02,1.87,23.1,76.4,1.21,Broken Yarn,No,1,0,71.98,1294.51,52.2,92.8,Medium,Optimize Machine Load,61.8
2025-01-09 09:00:00,Knitting,M011,1572.0,Morning,0.0072,114.1,107.57,1.01,23.3,46.7,1.96,Hole,No,0,0,44.82,832.23,82.4,92.0,Low,Continue Production,88.1
2025-01-09 09:30:00,Dyeing,M013,21.0,Morning,0.0113,79.6,185.44,2.29,24.8,74.1,1.06,Stain,No,1,0,77.25,1419.42,42.6,92.4,High,Optimize Machine Load,55.3
2025-01-09 10:00:00,Weaving,M006,697.0,Morning,0.017,80.2,120.4,1.55,22.6,70.4,1.94,Stain,No,1,0,52.92,952.27,49.9,86.0,Low,Reduce Machine Speed,60.1
2025-01-09 10:30:00,Finishing,M020,101.0,Morning,0.0131,98.1,141.87,1.44,24.2,56.2,1.32,,No,0,0,54.46,1123.35,65.1,92.0,Medium,Continue Production,67.6
2025-01-09 11:00:00,Knitting,M011,1354.0,Morning,0.0103,94.9,105.53,1.13,20.9,67.0,2.32,Hole,No,0,0,48.28,834.43,68.8,90.9,Low,Continue Production,77.2
2025-01-09 11:30:00,Spinning,M001,13435.0,Morning,0.0094,82.8,165.56,1.86,20.9,42.6,1.31,,No,0,0,67.54,1316.69,66.8,93.3,Medium,Continue Production,71.7
2025-01-09 12:00:00,Weaving,M008,962.0,Morning,0.0133,92.0,138.85,1.38,21.9,70.3,2.36,Stain,No,0,0,61.33,1081.0,51.3,87.4,Low,Continue Production,57.2
2025-01-09 12:30:00,Dyeing,M016,90.0,Morning,0.0146,123.7,240.26,1.94,29.3,75.9,2.14,Float,No,1,1,101.47,1835.08,100.0,85.6,High,Reduce Machine Speed,100.0
2025-01-09 13:00:00,Dyeing,M013,54.0,Morning,0.0198,99.8,178.03,1.78,25.1,75.2,1.92,Stain,Yes,0,1,75.67,1404.38,68.4,86.9,High,Schedule Maintenance,75.1
2025-01-09 13:30:00,Dyeing,M016,38.0,Morning,0.0175,106.5,160.7,1.53,25.1,61.6,0.91,Broken Yarn,No,0,0,66.23,1219.29,78.9,92.4,Medium,Continue Production,85.2
2025-01-09 14:00:00,Dyeing,M014,24.0,Evening,0.0105,87.3,174.25,1.92,22.8,75.9,1.29,,No,0,0,74.46,1327.37,52.6,98.2,Medium,Continue Production,65.4
2025-01-09 14:30:00,Finishing,M018,40.0,Evening,0.018,82.3,105.84,1.31,22.4,60.6,0.23,Hole,No,0,0,53.17,874.31,63.4,100.0,Low,Continue Production,72.3
2025-01-09 15:00:00,Spinning,M003,14398.0,Evening,0.0102,93.7,173.63,1.88,20.0,44.4,1.29,Broken Yarn,No,0,0,80.37,1386.2,66.9,92.1,Medium,Continue Production,72.4
2025-01-09 15:30:00,Dyeing,M015,60.0,Evening,0.017,109.3,198.24,1.76,25.9,63.9,1.13,Float,No,0,0,86.86,1508.28,80.4,93.9,High,Continue Production,86.1
2025-01-09 16:00:00,Weaving,M008,1093.0,Evening,0.0178,105.7,150.04,1.45,20.6,68.9,2.36,Stain,Yes,1,1,64.57,1123.66,62.6,85.3,Medium,Schedule Maintenance,71.7
2025-01-09 16:30:00,Dyeing,M015,21.0,Evening,0.0178,95.9,218.43,2.28,27.3,84.6,1.84,Stain,No,1,0,97.52,1720.78,69.4,89.4,High,Reduce Machine Speed,74.2
2025-01-09 17:00:00,Dyeing,M015,36.0,Evening,0.0235,98.6,180.81,1.93,28.2,68.3,0.54,Float,No,1,0,82.45,1407.98,76.4,99.9,High,Check Energy Usage,88.5
2025-01-09 17:30:00,Weaving,M008,792.0,Evening,0.018,90.7,153.88,1.65,21.2,53.8,2.18,Stain,No,1,0,63.0,1183.65,60.5,87.8,Medium,Check Energy Usage,66.7
2025-01-09 18:00:00,Spinning,M002,14245.0,Evening,0.0107,102.7,182.13,1.66,20.7,53.7,1.3,Stain,No,0,0,78.19,1373.13,82.2,100.0,High,Continue Production,82.5
2025-01-09 18:30:00,Knitting,M011,1383.0,Evening,0.0116,115.7,135.07,1.13,19.6,57.7,1.93,Stain,Yes,0,0,50.93,1041.15,90.0,93.7,Low,Continue Production,85.8
2025-01-09 19:00:00,Knitting,M009,1393.0,Evening,0.0152,91.9,129.16,1.31,21.2,44.5,1.44,Broken Yarn,No,1,0,60.16,982.04,56.5,94.5,Low,Optimize Machine Load,60.9
2025-01-09 19:30:00,Weaving,M005,425.0,Evening,0.0149,75.4,98.22,1.37,21.2,65.9,1.22,Stain,No,0,0,50.59,720.88,57.5,94.0,Low,Continue Production,65.4
2025-01-09 20:00:00,Spinning,M001,17287.0,Evening,0.0175,92.1,200.35,2.16,21.1,48.0,1.27,Stain,No,1,0,86.67,1529.83,62.7,91.7,High,Check Energy Usage,69.3
2025-01-09 20:30:00,Knitting,M012,1590.0,Evening,0.009,92.4,88.59,1.02,21.5,54.0,2.0,,No,0,0,29.68,684.79,60.3,89.2,Low,Continue Production,69.6
2025-01-09 21:00:00,Finishing,M018,44.0,Evening,0.0171,96.1,150.47,1.58,25.5,69.3,1.31,Stain,No,0,0,67.29,1130.06,70.4,94.0,Medium,Continue Production,76.2
2025-01-09 21:30:00,Dyeing,M016,72.0,Evening,0.0192,115.2,214.3,1.82,25.0,79.1,1.88,Float,No,0,0,88.75,1666.98,84.6,95.5,High,Continue Production,89.9
2025-01-09 22:00:00,Dyeing,M015,61.0,Night,0.0076,114.6,224.08,1.95,25.6,70.2,0.66,Stain,No,0,0,93.93,1756.8,69.6,99.1,High,Continue Production,77.1
2025-01-09 22:30:00,Weaving,M007,441.0,Night,0.0237,69.6,91.75,1.44,20.1,49.8,0.67,Broken Yarn,No,0,0,42.05,737.01,42.6,95.9,Low,Continue Production,56.0
2025-01-09 23:00:00,Knitting,M011,810.0,Night,0.0215,71.8,78.27,1.2,23.2,56.5,1.98,,Yes,0,0,34.75,584.58,38.5,90.3,Low,Continue Production,49.7
2025-01-09 23:30:00,Knitting,M012,979.0,Night,0.025,64.7,68.71,1.19,21.6,50.4,0.87,Hole,No,1,0,27.66,553.12,49.3,98.3,Low,Check Energy Usage,65.8
2025-01-10 00:00:00,Spinning,M001,19751.0,Night,0.0164,80.1,152.74,1.87,20.8,54.7,2.11,Hole,No,1,0,63.23,1165.47,62.3,84.5,Medium,Check Energy Usage,63.3
2025-01-10 00:30:00,Knitting,M010,1535.0,Night,0.0182,112.2,158.24,1.3,19.4,59.9,1.64,,No,1,0,68.7,1154.78,88.4,98.0,Medium,Check Energy Usage,91.7
2025-01-10 01:00:00,Weaving,M008,486.0,Night,0.012,75.5,132.75,1.65,24.7,56.3,1.4,Float,No,1,0,55.58,1037.14,48.0,92.1,Low,Optimize Machine Load,58.5
2025-01-10 01:30:00,Dyeing,M014,28.0,Night,0.0066,104.7,195.93,1.98,27.1,77.4,1.64,Hole,No,1,0,80.01,1496.87,70.3,88.8,High,Check Energy Usage,77.3
2025-01-10 02:00:00,Dyeing,M014,24.0,Night,0.0198,97.3,195.34,1.92,27.9,68.5,0.75,,No,1,0,82.86,1590.28,65.9,95.2,High,Check Energy Usage,73.2
2025-01-10 02:30:00,Dyeing,M013,29.0,Night,0.0133,79.8,177.19,2.15,26.3,60.9,1.4,Hole,No,1,1,77.73,1406.71,64.9,88.2,High,Reduce Machine Speed,70.8
2025-01-10 03:00:00,Weaving,M007,804.0,Night,0.0102,89.7,126.18,1.51,21.5,57.1,1.77,Hole,No,0,0,53.67,988.68,55.0,91.3,Low,Continue Production,63.3
2025-01-10 03:30:00,Knitting,M011,1061.0,Night,0.0101,86.3,101.74,1.2,22.5,57.7,1.67,Float,Yes,1,0,38.2,784.21,44.6,88.6,Low,Check Energy Usage,59.8
2025-01-10 04:00:00,Spinning,M001,24263.0,Night,0.0193,91.4,191.2,2.02,21.0,64.2,2.05,Broken Yarn,No,1,0,86.36,1461.58,68.0,89.3,High,Optimize Machine Load,73.3
2025-01-10 04:30:00,Dyeing,M015,70.0,Night,0.0158,119.2,269.12,2.23,26.7,74.1,1.89,Hole,Yes,1,0,105.04,2007.86,98.5,94.8,High,Check Energy Usage,100.0
2025-01-10 05:00:00,Finishing,M020,112.0,Night,0.0209,113.6,152.32,1.41,26.0,54.9,1.8,Hole,No,0,1,63.86,1089.6,90.8,88.7,Medium,Inspect Machine,91.1
2025-01-10 05:30:00,Spinning,M001,18866.0,Night,0.017,84.8,185.14,2.14,21.5,52.9,1.51,Broken Yarn,No,1,0,77.31,1374.01,62.8,90.9,High,Optimize Machine Load,69.9
2025-01-10 06:00:00,Weaving,M008,786.0,Morning,0.011,95.0,107.82,1.27,22.9,56.2,2.3,Hole,No,0,0,47.06,818.6,72.7,84.3,Low,Continue Production,75.2
2025-01-10 06:30:00,Weaving,M008,1073.0,Morning,0.0104,88.8,145.18,1.65,19.4,59.4,1.96,Stain,No,1,0,64.82,1020.6,60.7,88.6,Medium,Optimize Machine Load,69.4
2025-01-10 07:00:00,Weaving,M007,414.0,Morning,0.0162,74.8,144.46,1.84,22.2,63.5,1.89,Stain,No,1,0,66.77,1077.57,35.2,96.0,Medium,Reduce Machine Speed,48.6
2025-01-10 07:30:00,Knitting,M011,1429.0,Morning,0.0077,121.0,162.25,1.34,20.2,54.9,1.91,Float,No,1,0,67.08,1224.82,87.8,92.5,Medium,Check Energy Usage,89.4
